1,86.8
11,87.2
28,87.2
3,87.2
9,87.3
26,87.3
13,87.3
10,87.4
21,87.4
18,87.6
5,87.7
16,88.0
29,88.0
25,88.0
8,88.1
7,88.2
17,88.2
23,88.3
27,88.4
15,88.5
20,88.6
22,88.6
6,89.0
30,89.1
1,93.4
28,93.9
3,94.0
11,94.2
9,94.2
26,94.4
10,94.5
13,94.8
18,94.9
21,95.0
5,95.3
27,96.8
15,97.0
16,97.4
8,98.0
22,98.1
6,98.2
20,98.2
1,98.4
29,98.5
7,98.5
28,99.1
30,99.4
3,99.7
25,99.8
17,99.9
9,100.0
11,100.2
26,100.4
10,100.8
23,101.1
18,101.2
13,101.8
21,102.0
1,103.2
5,103.8
28,104.1
3,105.3
16,105.3
8,105.6
9,105.8
11,106.1
26,106.4
10,106.8
31,107.1
1,107.8
29,108.1
18,108.3
2,108.4
27,108.9
28,109.2
15,109.4
25,109.9
22,110.0
21,111.1
3,111.3
9,111.9
11,112.3
1,112.3
13,113.0
26,113.1
10,113.3
28,114.5
8,116.3
1,116.8
16,117.8
3,118.7
9,120.2
28,120.3
11,120.6
1,121.4
10,123.1
1,126.5
28,127.4
1,132.1
1,138.3
1,150.1
1,166.8
3,167.0
11,167.0
9,167.1
13,167.1
28,167.1
26,167.1
21,167.2
10,167.2
18,167.4
5,167.5
29,167.7
16,167.8
17,167.9
25,167.9
8,167.9
7,167.9
27,168.1
23,168.2
22,168.3
15,168.4
20,168.4
6,168.8
30,168.9
1,173.4
28,173.8
3,173.8
11,174.0
9,174.0
26,174.1
10,174.3
13,174.5
18,174.6
21,174.7
5,174.9
27,176.2
15,176.7
22,177.1
8,177.2
16,177.2
29,177.4
7,177.4
20,177.6
6,178.0
1,178.2
17,178.5
30,178.7
28,179.0
23,179.0
3,179.3
25,179.3
9,179.7
11,179.9
26,180.0
10,180.5
18,180.9
13,181.4
21,181.5
5,182.5
1,183.1
28,184.0
3,184.6
8,184.8
16,185.1
9,185.4
11,185.7
26,185.8
29,186.3
10,186.4
27,187.2
2,187.6
18,187.9
22,188.5
15,188.6
28,189.0
21,190.1
3,190.2
25,191.1
9,191.4
11,191.9
26,192.0
13,192.0
10,192.6
28,194.4
17,194.7
1,196.1
3,196.1
8,196.7
9,198.8
11,199.7
28,200.2
10,200.4
1,200.4
26,200.7
3,203.5
1,204.9
28,207.0
1,209.9
1,215.2
1,221.1
1,228.0
1,246.6
3,247.0
11,247.1
9,247.1
13,247.1
28,247.1
10,247.2
26,247.2
21,247.2
5,247.5
18,247.5
29,247.8
25,247.8
8,247.9
7,247.9
16,247.9
17,248.0
27,248.1
15,248.2
23,248.2
22,248.3
20,248.4
6,248.7
30,248.8
1,253.1
28,253.8
3,253.8
9,254.0
11,254.0
26,254.2
10,254.2
13,254.5
18,254.6
21,254.6
5,254.8
27,256.2
15,256.4
8,256.7
16,256.8
22,257.0
7,257.1
20,257.2
29,257.5
6,257.8
1,257.9
25,258.4
30,258.4
17,258.7
28,258.9
3,259.2
23,259.3
9,259.7
11,259.8
26,260.0
10,260.3
18,260.9
13,261.1
21,261.2
5,262.4
28,263.7
8,264.0
16,264.3
3,264.6
9,265.2
11,265.5
26,265.8
10,266.2
29,266.4
27,267.0
18,267.7
22,267.8
15,267.9
25,268.2
28,268.5
21,269.0
3,270.0
13,270.3
9,271.0
11,271.2
26,271.9
10,272.4
28,273.6
8,273.6
16,275.1
3,275.9
1,276.0
9,277.4
11,277.4
28,279.0
10,279.8
1,280.1
26,280.1
18,280.5
3,282.8
1,284.4
28,284.8
11,286.1
1,289.1
9,290.6
28,292.2
1,294.2
1,299.8
1,305.9
1,315.1
18,569.7
28,569.8
17,570.3
16,570.4
28,583.4
1,631.8
3,632.1
11,632.1
13,632.2
28,632.2
9,632.2
10,632.3
21,632.3
26,632.3
18,632.6
5,632.6
16,632.9
29,632.9
7,633.0
8,633.0
25,633.1
17,633.1
23,633.3
27,633.4
22,633.5
15,633.5
20,633.6
6,633.9
30,634.0
1,638.3
3,638.9
28,638.9
11,639.1
9,639.1
26,639.3
10,639.4
13,639.6
18,639.7
21,639.8
5,640.0
27,641.6
15,641.7
16,642.0
8,642.2
22,642.7
7,642.8
1,643.2
20,643.2
29,643.2
